Nom,Endroit,Date,Valeur,Type subvention,Objectif,Observations
COMITÉ JEUNESSE DE NOTRE-DAME-DE-GRÂCE,Montréal (Québec) Canada,05/16/2011,"230 000,00 $",Contribution,Le but du projet est de développer et mettre en oeuvre des programmes d'exercice adaptés aux besoins des personnes vivant avec le diabète dans un contexte multiethnique.,Déclaration tardive
Comité sur le sida du comté de Guelph et de Wellington,Guelph (Ontario) Canada,07/21/2011,"122 500,00 $",Contribution,"Le but du projet est d'informer les personnes à risque et les fournisseurs de services préoccupés par la consommation de drogues et les problèmes de dépendance afin de les sensibiliser davantage au virus de l'hépatite C, de réduire les comportements à risque et de leur donner un meilleur accès aux ressources éducatives.",
Conseil canadien de surveillance et d'accès aux traitements,Toronto (Ontario) Canada,08/12/2011,"271 188,00 $",Contribution,Le but du projet est de sensibiliser le public sur les questions liées à l'accès aux traitements et aux soins des personnes atteintes de la co-infection VIH-sida et l'hépatite C.,Financement pluriannuel
Entreprise mondiale pour un vaccin contre le VIH,New York (NY) USA,03/31/2010,"150 000,00 $",Contribution,Le but du projet est d'identifier les derniers développements et les lacunes scientifiques dans la recherche de vaccins contre le VIH.,Déclaration tardive
Entreprise mondiale pour un vaccin contre le VIH,New York (NY) USA,08/10/2011,"254 200,00 $",Contribution,Le but du projet est de maintenir et améliorer une nouvelle ressource en ligne qui consiste d'un service d'échange et de renseignements mondiaux dans le milieu de la recherche sur les vaccins contre le VIH.,
Federation of Saskatchewan Indian Nations,Regina (Saskatchewan) Canada,07/25/2011,"56 057,00 $",Contribution,Le but du projet est de répondre aux besoins des jeunes femmes autochtones susceptibles de contracter le VIH-sida ou vivant avec le VIH-sida. ,Financement pluriannuel
Hepatitis Outreach Society of Nova Scotia,Halifax (Nouvelle-Écosse) Canada,07/14/2011,"74 210,00 $",Contribution,Le but du projet est de sensibiliser davantage les jeunes à l'hépatite C et aux risques associés au tatouage et au perçage corporel et mieux faire connaître les ressources et les services offerts aux jeunes dans la communauté pour corriger les comportements à risque.,Financement pluriannuel
AIDS BEREAVEMENT AND RESILIENCY PROGRAM OF ONTARIO sponsored by FIFE HOUSE FOUNDATION INC.,Toronto (Ontario) Canada,03/31/2011,"83 755,00 $",Contribution,Le but du projet est d'augmenter les compétences des personnes vivant avec le VIH / sida en leur enseignant la manière de développer des modules de formation et d'exécuter des ateliers éducatifs.,Déclaration tardive
ALBERTA HEALTH SERVICES,Edmonton (Alberta) Canada,04/15/2011,"300 000,00 $",Contribution,Le but du projet est de développer un système de surveillance des événements indésirables liés aux transplantations au niveau provincial et partager les données avec l'Agence de la santé publique du Canada. ,
ALLIANCE POUR LA PRÉVENTION DES MALADIES CHRONIQUES AU CANADA,Ottawa (Ontario) Canada,02/01/2011,"181 577,00 $",Contribution,Le but du projet est de développer et mettre en oeuvre un modèle de soutien pour l'apprentissage intergénérationnel lié au développement des pratiques alimentaires traditionnelles dans plusieurs communautés autochtones dans le nord de l'Ontario.,Déclaration tardive
ARCTIC HEALTH RESEARCH NETWORK - YUKON,Whitehorse (Yukon) Canada,01/31/2011,"191 250,00 $",Contribution,"Le but du projet est d'améliorer l'état de santé des personnes vivant au Yukon, en mettant l'accent sur la santé au travail ainsi que sur les jeunes de la 6e à la 10e année.",Déclaration tardive
ASSOCIATION CANADIENNE DES PARCS ET LOISIRS,Ottawa (Ontario) Canada,02/01/2011,"151 487,00 $",Contribution,Le but du projet est de renforcer les facteurs qui permettent aux enfants et aux jeunes d'atteindre le poids santé.,Déclaration tardive
ASSOCIATION POUR LA SANTÉ ET L'ÉDUCATION PHYSIQUE DE L'ONTARIO,Toronto (Ontario) Canada,03/16/2011,"175 134,00 $",Contribution,Le but du projet est d'accroître les connaissances et de faciliter la mise en oeuvre du curriculum de la santé et de l'éducation physique de l'Ontario dans les écoles primaires et secondaires.,Déclaration tardive
Association pour la santé publique du Québec (ASPQ),Montréal (Québec) Canada,06/01/2011,"211 777,00 $",Contribution,Le but du projet est de renforcer les capacités des adolescents défavorisés de plusieurs collectivités francophones démunies à faire des choix alimentaires plus sains.,
Asthma Society of Canada,Toronto (Ontario) Canada,03/07/2011,"499 276,00 $",Contribution,"Le but du projet est d'améliorer, par l'éducation et la recherche, la qualité de vie et la santé des personnes qui vivent avec l'asthme et les allergies qui y sont associées.",Déclaration tardive
BC HEALTHY COMMUNITIES,Victoria (Colombie-Britannique) Canada,01/31/2011,"163 200,00 $",Contribution,"Le but du projet est d'aider et d'habiliter les jeunes à co-concevoir, co-faciliter et co-évaluer une intervention en santé de la population portant sur les facteurs complexes sous-jacents qui influent sur le poids santé chez les jeunes.",Déclaration tardive
BC RECREATION AND PARKS ASSOCIATION,Burnaby (Colombie-Britannique) Canada,03/30/2011,"600 000,00 $",Contribution,"Le but du projet est de promouvoir la santé en s'attaquant aux facteurs qui favorisent les mauvaises habitudes alimentaires, l'inactivité physique et un excès de poids.",Déclaration tardive
BLOOD TRIBE FAMILY AND COMMUNITY SUPPORT SERVICES,Standoff (Alberta) Canada,02/24/2011,"175 565,00 $",Contribution,Le but du projet est d'accroître l'accès aux aliments sains et améliorer la sécurité alimentaire dans les communautés liées au projet.,Déclaration tardive
Boys and Girls Clubs of Calgary,Calgary (Alberta) Canada,04/20/2011,"125 751,00 $",Contribution,"Le but du projet est de travailler avec 200 enfants et leur famille de la classe socioéconomique inférieure, dans le but d'accroître leur niveau d'activité physique et améliorer leur niveau de nutrition.",Financement pluriannuel
Boys and Girls Clubs of Edmonton,Edmonton (Alberta) Canada,04/15/2011,"125 652,00 $",Contribution,"Le but du projet est de créer des « caisses d'activités » innovatrices, remplies de matériel et de leçons pour des jeux amusants et des activités éducatives, afin d'accroître le niveau d'activité physique et d'améliorer l'alimentation chez les jeunes de quartiers à faible revenu.",Financement pluriannuel
B.C. ABORIGINAL CHILD CARE SOCIETY,West Vancouver (Colombie-Britannique) Canada,03/28/2011,"719 800,00 $",Contribution,"Le but du projet est d'offrir des expériences en milieu préscolaire comprenant des éléments culturels et linguistiques autochtones ainsi que des éléments d'éducation, de promotion de la santé, de nutrition, de soutien social et de participation des parents et de la famille.","Modification à l'octroi précédent de 654 800,00 $Financement,Activités"
Calgary Urban Project Society,Calgary (Alberta) Canada,04/20/2011,"58 320,00 $",Contribution,Le but du projet est d'améliorer le dépistage précoce et la gestion du diabète chez les personnes vivant dans la pauvreté ou qui n'ont pas de domicile fixe dans la région urbaine de Calgary.,Financement pluriannuel
Canadian Agricultural Safety Association,Winnipeg (Manitoba) Canada,02/23/2011,"55 000,00 $",Contribution,Le but du projet est de produire un Guide de formation des coordonnateurs sur la Journée de la sécurité et de commencer le processus d'adaptation du guide pour le rendre convenable pour les enfants et les communautés des Premières nations.,Déclaration tardive
Canadian Association of Wound Care,Toronto (Ontario) Canada,06/01/2011,"366 000,00 $",Contribution,Le but du projet est d'améliorer les connaissances et la capacité des personnes vivant avec le diabète et les professionnels de la santé.,
Canadian Diabetes Association,Toronto (Ontario) Canada,05/16/2011,"494 050,00 $",Contribution,Le but du projet est de sensibiliser les personnes et accroître leur capacité à réduire les risques et les complications du diabète en leur rendant de l'information accessible et compréhensible et en développant des outils fondés sur des données probantes.,
Canadian Diabetes Association,Halifax (Nouvelle-Écosse) Canada,05/17/2011,"80 000,00 $",Contribution,"Le but du projet est de réunir des intervenants en matière de diabète des provinces de l'Atlantique pour qu'ils échangent de l'information et leurs pratiques exemplaires, cerner les lacunes quant aux services offerts et se pencher sur les priorités relatives aux soins pour les diabétiques au Canada atlantique.",Financement pluriannuel
Canadian Diabetes Association,Regina (Saskatchewan) Canada,05/26/2011,"143 700,00 $",Contribution,Le but du projet est de sensibiliser les personnes à faible revenu aux facteurs de risque liés au diabète et d'améliorer l'accès au dépistage et la détection de cas de diabètes chez ces dernières.,Financement pluriannuel
ABORIGINAL HEAD START ASSOCIATION OF BRITISH COLUMBIA,Cobble Hill (Colombie-Britannique) Canada,02/21/2011,"457 524,00 $",Contribution,"Le but du projet est d'orienter la planification, l'élaboration, la mise en oeuvre et l'évaluation du Programme d'aide préscolaire aux Autochtones et d'assurer l'uniformité des normes de qualité des programmes.","Modification à l'octroi précédent de 283 398,00 $Financement,Activités"
Aboriginal Women's Association of Prince Edward Island,Charlottetown (Île-du-Prince-Édouard) Canada,03/09/2011,"369 600,00 $",Contribution,"Le but du projet est d'améliorer le support aux enfants autochtones et leurs familles, et d'augmenter leurs connaissances en matière de santé, nutrition, culture et la langue.","Modification à l'octroi précédent de 299 600,00 $Financement"
Across Boundaries: An Ethnoracial Mental Health Centre,Toronto (Ontario) Canada,03/07/2011,"223 535,00 $",Contribution,"Le but du projet est de faire connaître l'expérience du Centre de la santé mentale en ce qui a trait à la mise en oeuvre rapide d'un projet axé sur la santé mentale, la résilience et les capacités communautaires chez les jeunes devenus racistes et leur famille.",
AIDS Saskatoon Inc.,Saskatoon (Saskatchewan) Canada,01/28/2011,"508 730,00 $",Contribution,Le but du projet est d'offrir un soutien aux personnes atteintes par le VIH ou le SIDA et d'informer la population de l'infection par VIH ou le SIDA et des moyens de la prévenir.,"Modification à l'octroi précédent de 408 730,00 $Financement"
Aisling Discoveries Child & Family Centre,Scarborough (Ontario) Canada,02/23/2011,"947 600,00 $",Contribution,Le but du projet est d'appuyer les familles qui ont des enfants de la naissance à l'âge de six ans qui vivent dans des conditions à risque.,"Modification à l'octroi précédent de 912 600,00 $Financement"
"Andrews Street Family Centre, Inc.",Winnipeg (Manitoba) Canada,02/17/2011,"638 554,00 $",Contribution,Le but du projet est de mettre sur pied le Programme d'aide préscolaire destiné aux enfants autochtones et à leur famille et de veiller à ce que le programme soit adapté à la culture.,"Modification à l'octroi précédent de 573 554,00 $Financement"
Anna's House Inc.,Steinbach (Manitoba) Canada,02/15/2011,"365 462,00 $",Contribution,Le but du projet est d'offrir une gamme d'activités intégrées et de venir en aide aux familles vulnérables pendant les périodes prénatale et post-natale.,"Modification à l'octroi précédent de 332 462,00 $Financement"
Association of Neighborhood Houses of British Columbia,Vancouver (Colombie-Britannique) Canada,02/04/2011,"561 816,00 $",Contribution,"Le but du projet est d'appuyer la santé et le bien-être des enfants, depuis la conception jusqu'à six ans, et leurs familles.","Modification à l'octroi précédent de 442 000,00 $Financement,Activités"
